2023/12/22 23:29:04:382 	Total Order Loaded 3889
2023/12/22 23:58:15:299 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:58:15:300 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:58:15:300 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:300 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:58:15:300 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:58:15:300 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:466 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:58:15:466 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:58:15:466 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:470 	O R F Client {"typeandloginrequest":{"type":"FETCH_PAGE_LIST","loginUser":"1001"}}
2023/12/22 23:58:15:470 	R F Client {"type":"FETCH_PAGE_LIST","loginUser":"1001"}
2023/12/22 23:58:15:470 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:471 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:58:15:472 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:58:15:472 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:473 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:58:15:473 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:58:15:473 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:474 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:58:15:474 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:58:15:474 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:474 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:58:15:474 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:58:15:474 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:639 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:58:15:639 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:58:15:639 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:904 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:58:15:904 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:58:15:904 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:947 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:58:15:947 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:58:15:947 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:949 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:58:15:949 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:58:15:949 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:15:950 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:58:15:950 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:58:15:950 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:16:378 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:58:16:378 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:58:16:378 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:16:786 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:58:16:787 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:58:16:787 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:16:787 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:58:16:788 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:58:16:788 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:16:788 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:58:16:788 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:58:16:788 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:58:16:789 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:58:16:789 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:58:16:789 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:02:052 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:59:02:052 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:59:02:052 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:02:053 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:59:02:053 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:59:02:053 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:02:223 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:59:02:223 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:59:02:223 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:04:950 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:59:04:950 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:59:04:950 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:04:950 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:59:04:950 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:59:04:950 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:05:116 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:59:05:116 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:59:05:116 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:07:137 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:59:07:137 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:59:07:137 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:07:137 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:59:07:137 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:59:07:137 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:07:308 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:59:07:308 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:59:07:308 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:08:473 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:59:08:473 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:59:08:473 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:08:474 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:59:08:474 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:59:08:474 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:08:643 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:59:08:643 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:59:08:643 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1
2023/12/22 23:59:14:075 	O R F Client {"typeandloginrequest":{"type":"LOGOUT_USER"}}
2023/12/22 23:59:14:075 	R F Client {"type":"LOGOUT_USER"}
2023/12/22 23:59:14:075 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089 Login Status 1

===============Finish Loging================

